loan_amnt,annual_inc,open_acc,dti,delinq_2yrs,inq_last_6mths,revol_util,emp_length,defaulted,term_5yrs,has_bankruptcy
19000.0,38000.0,15.0,18.09,0.0,1.0,69.6,3.0,True,True,False
18825.0,85000.0,18.0,14.77,0.0,0.0,91.2,10.0,False,True,False
24000.0,122400.0,10.0,9.98,0.0,2.0,25.9,1.0,True,True,False
22500.0,45000.0,9.0,7.65,0.0,0.0,45.0,3.0,False,True,False
12375.0,37000.0,7.0,23.74,0.0,1.0,81.9,2.0,False,True,False
5000.0,110000.0,13.0,20.02,0.0,2.0,62.8,1.0,False,False,False
6000.0,30000.0,6.0,10.8,0.0,0.0,86.3,0.0,False,False,False
5850.0,38000.0,10.0,23.59,0.0,1.0,91.8,1.0,False,False,False
5275.0,50000.0,13.0,6.79,0.0,1.0,11.4,5.0,False,False,False
21000.0,94500.0,13.0,8.09,0.0,0.0,82.4,2.0,False,True,False
8800.0,135000.0,15.0,8.77,0.0,1.0,88.2,10.0,False,True,False
34000.0,65000.0,7.0,16.87,0.0,2.0,64.7,4.0,False,False,False
12000.0,165000.0,5.0,6.27,1.0,0.0,63.1,5.0,True,True,False
6000.0,50000.0,22.0,23.86,2.0,1.0,24.6,8.0,False,False,False
4000.0,47000.0,3.0,12.94,0.0,0.0,99.0,10.0,True,False,False
15000.0,60000.0,11.0,19.52,0.0,2.0,73.2,10.0,False,False,False
29100.0,95000.0,4.0,16.41,1.0,0.0,99.7,0.0,False,True,False
16400.0,140000.0,13.0,12.71,0.0,3.0,89.5,6.0,False,False,False
10000.0,27000.0,7.0,14.13,0.0,0.0,76.9,5.0,False,False,False
35000.0,174000.0,10.0,5.32,0.0,1.0,26.5,0.0,False,True,False
35000.0,70000.0,13.0,19.17,0.0,2.0,66.9,3.0,True,True,False
20000.0,62500.0,11.0,20.83,0.0,0.0,52.3,2.0,False,True,False
20000.0,90000.0,11.0,18.17,0.0,1.0,69.5,4.0,False,False,False
18250.0,40000.0,8.0,19.2,1.0,0.0,98.3,6.0,False,True,False
15000.0,60000.0,11.0,7.8,1.0,0.0,80.9,10.0,False,False,False
24000.0,152000.0,9.0,13.28,0.0,0.0,95.8,7.0,False,True,False
20000.0,100000.0,13.0,11.32,0.0,1.0,94.7,8.0,False,True,False
4000.0,90000.0,6.0,12.79,0.0,1.0,47.5,0.0,False,False,False
15000.0,75000.0,9.0,7.97,0.0,2.0,43.5,5.0,False,False,False
2500.0,45000.0,5.0,10.61,0.0,0.0,57.4,5.0,False,False,False
6625.0,16800.0,6.0,20.29,0.0,2.0,9.5,10.0,False,False,False
20000.0,87000.0,7.0,9.31,2.0,1.0,88.4,4.0,False,True,False
12000.0,66000.0,10.0,8.76,0.0,2.0,59.3,10.0,False,False,False
17000.0,57000.0,9.0,8.72,1.0,1.0,57.4,10.0,False,True,False
20000.0,42000.0,6.0,8.91,0.0,0.0,66.5,2.0,False,True,False
3000.0,18000.0,4.0,24.27,0.0,1.0,21.5,1.0,True,False,False
20000.0,140000.0,11.0,7.89,0.0,1.0,75.0,5.0,False,False,False
15000.0,61284.0,22.0,21.87,0.0,0.0,59.8,3.0,False,False,False
2400.0,39990.0,7.0,19.68,0.0,3.0,92.5,3.0,False,False,False
13000.0,95000.0,8.0,12.69,0.0,0.0,55.5,10.0,False,False,False
14000.0,27840.0,5.0,10.78,0.0,2.0,57.2,10.0,True,True,False
15000.0,73600.0,11.0,11.67,0.0,0.0,69.4,10.0,False,False,True
11000.0,71200.0,10.0,18.72,0.0,0.0,70.9,2.0,False,False,False
12000.0,33280.0,6.0,9.3,0.0,0.0,41.6,6.0,False,True,False
1600.0,30000.0,9.0,16.84,1.0,0.0,90.0,8.0,False,False,False
8200.0,65000.0,8.0,2.09,2.0,0.0,22.4,0.0,False,False,False
10400.0,56004.0,6.0,9.86,0.0,1.0,54.2,5.0,False,True,False
35000.0,115000.0,17.0,17.24,0.0,0.0,83.3,10.0,False,True,False
12000.0,52000.0,8.0,1.43,0.0,0.0,11.3,10.0,False,False,False
4000.0,54000.0,8.0,17.53,2.0,2.0,8.2,2.0,True,False,False
8575.0,35000.0,16.0,24.58,0.0,2.0,69.2,10.0,False,False,True
6000.0,32000.0,4.0,17.81,1.0,0.0,21.2,1.0,True,False,False
10000.0,38400.0,6.0,5.34,0.0,0.0,48.3,0.0,False,False,False
12000.0,45000.0,4.0,14.37,1.0,1.0,94.3,1.0,False,True,False
12000.0,79768.0,6.0,16.73,0.0,2.0,36.7,2.0,False,False,False
12600.0,86000.0,9.0,16.87,0.0,1.0,56.3,3.0,False,True,False
13500.0,57700.0,10.0,20.34,1.0,2.0,62.3,10.0,False,False,False
6000.0,82000.0,8.0,1.27,0.0,1.0,75.5,5.0,False,False,False
7500.0,60000.0,6.0,16.0,0.0,1.0,65.2,6.0,False,False,False
10000.0,200000.0,16.0,18.88,0.0,1.0,85.6,10.0,False,False,True
7000.0,52000.0,9.0,17.42,0.0,2.0,85.5,10.0,False,False,True
6000.0,170000.0,7.0,4.07,1.0,1.0,42.1,10.0,False,False,False
3000.0,70000.0,22.0,12.22,0.0,0.0,21.2,0.0,False,False,False
10000.0,56000.0,14.0,19.33,1.0,0.0,58.8,5.0,False,False,False
4000.0,32535.0,19.0,15.12,0.0,2.0,31.2,6.0,False,False,False
3500.0,70000.0,10.0,10.66,0.0,0.0,32.8,10.0,False,False,False
30000.0,525000.0,14.0,8.5,0.0,0.0,75.0,0.0,True,True,False
14000.0,100000.0,14.0,14.75,2.0,1.0,64.8,4.0,False,False,False
25000.0,70000.0,7.0,19.11,0.0,0.0,68.3,10.0,False,True,False
5000.0,35000.0,6.0,8.16,0.0,0.0,62.5,3.0,False,False,False
4800.0,49200.0,11.0,11.59,0.0,3.0,45.0,4.0,False,False,False
6075.0,46440.0,4.0,5.97,1.0,0.0,24.4,1.0,False,True,False
8475.0,38423.87,17.0,22.27,0.0,1.0,58.2,10.0,True,False,False
6000.0,36000.0,9.0,13.9,0.0,0.0,71.3,3.0,False,False,False
5000.0,64000.0,12.0,1.54,1.0,0.0,11.9,7.0,False,False,False
5500.0,17500.0,8.0,17.62,0.0,0.0,31.4,10.0,False,False,False
18000.0,63000.0,6.0,6.55,1.0,0.0,50.5,10.0,False,False,False
3250.0,14400.0,5.0,15.17,1.0,0.0,61.6,6.0,False,False,False
20000.0,112000.0,10.0,10.53,1.0,3.0,68.6,10.0,False,True,False
1200.0,60000.0,9.0,22.4,0.0,1.0,94.7,4.0,False,False,False
20000.0,65000.0,12.0,9.58,0.0,1.0,53.7,4.0,False,False,False
5300.0,32000.0,11.0,7.13,0.0,0.0,41.2,7.0,False,False,False
12600.0,74000.0,8.0,4.41,1.0,0.0,28.0,1.0,False,True,False
24000.0,150000.0,9.0,6.96,1.0,2.0,67.2,0.0,True,True,False
12000.0,65000.0,8.0,4.8,0.0,0.0,71.1,0.0,False,False,False
6000.0,65000.0,19.0,24.57,1.0,1.0,45.3,6.0,False,False,False
4000.0,36000.0,4.0,1.37,1.0,1.0,48.1,1.0,False,False,False
14000.0,47000.0,8.0,11.31,0.0,1.0,71.6,10.0,False,True,False
15850.0,28000.0,9.0,15.9,0.0,1.0,65.3,0.0,True,True,False
35000.0,60000.0,5.0,1.5,2.0,0.0,6.4,10.0,True,True,False
12000.0,34000.0,6.0,13.41,0.0,2.0,49.4,7.0,True,True,False
6500.0,97296.0,9.0,11.66,0.0,1.0,49.8,10.0,False,False,False
4000.0,37620.0,8.0,22.07,0.0,1.0,25.4,5.0,False,False,False
6500.0,25000.0,5.0,21.89,0.0,1.0,0.0,8.0,False,False,False
19750.0,60000.0,9.0,8.8,0.0,1.0,60.4,10.0,True,True,False
14400.0,84000.0,12.0,10.5,0.0,0.0,41.6,10.0,False,True,False
10000.0,75000.0,6.0,4.85,0.0,2.0,55.2,10.0,False,False,False
25000.0,76000.0,8.0,18.85,0.0,0.0,60.1,10.0,False,True,False
16000.0,84855.0,9.0,6.56,0.0,0.0,12.4,0.0,False,True,False
20000.0,80500.0,7.0,9.17,1.0,0.0,88.5,0.0,False,True,False
30000.0,90000.0,6.0,4.31,1.0,0.0,67.4,10.0,False,True,False
5000.0,78500.0,18.0,9.58,1.0,2.0,36.3,2.0,False,False,False
30000.0,105000.0,14.0,12.69,0.0,1.0,51.1,10.0,False,True,False
9000.0,52000.0,4.0,9.65,0.0,0.0,72.9,0.0,False,False,False
6000.0,42000.0,4.0,6.83,0.0,0.0,93.8,0.0,False,False,False
6000.0,39996.0,8.0,18.84,1.0,1.0,33.4,7.0,False,False,False
14000.0,52000.0,7.0,13.82,0.0,0.0,78.6,6.0,False,False,False
16000.0,57000.0,7.0,10.91,0.0,0.0,87.4,10.0,False,True,False
35000.0,220000.0,16.0,11.41,0.0,0.0,23.9,8.0,False,True,False
30000.0,90000.0,10.0,7.95,0.0,0.0,75.1,6.0,False,False,False
12000.0,125000.0,9.0,6.1,1.0,2.0,44.2,5.0,True,False,False
5000.0,31000.0,11.0,19.01,2.0,2.0,43.4,1.0,False,False,False
12000.0,36048.0,10.0,20.51,1.0,1.0,19.5,2.0,False,True,False
15000.0,50004.0,10.0,21.41,1.0,0.0,47.7,10.0,True,True,False
3100.0,20000.0,5.0,21.78,0.0,0.0,85.3,0.0,False,False,False
25000.0,80000.0,17.0,9.33,0.0,0.0,73.1,2.0,False,False,False
8000.0,48500.0,4.0,23.51,0.0,1.0,87.0,5.0,False,False,False
6000.0,26400.0,5.0,8.91,0.0,1.0,62.5,0.0,False,False,False
21000.0,60000.0,4.0,3.0,1.0,0.0,62.8,10.0,False,False,False
12000.0,68000.0,6.0,9.35,1.0,1.0,67.6,10.0,True,True,False
25000.0,92604.0,20.0,18.84,1.0,2.0,47.4,6.0,False,True,False
3000.0,40000.0,6.0,8.58,0.0,2.0,73.8,4.0,True,False,False
23000.0,62000.0,13.0,21.17,0.0,0.0,72.3,6.0,False,True,False
5500.0,59000.0,3.0,8.75,0.0,1.0,17.5,6.0,False,False,False
4500.0,55000.0,16.0,18.92,1.0,2.0,66.8,10.0,True,False,False
3500.0,34000.0,9.0,20.19,0.0,0.0,70.2,0.0,False,False,False
12000.0,69600.0,12.0,19.09,1.0,3.0,69.2,5.0,True,False,False
5500.0,63000.0,6.0,5.56,2.0,0.0,20.1,4.0,False,False,False
3000.0,30000.0,7.0,17.96,0.0,1.0,35.0,0.0,False,False,False
9000.0,40000.0,12.0,16.74,0.0,0.0,67.4,9.0,False,False,False
25000.0,168000.0,16.0,15.5,0.0,1.0,34.8,5.0,False,False,False
17000.0,76788.0,7.0,10.06,0.0,3.0,28.1,0.0,False,False,False
12000.0,65000.0,6.0,14.38,1.0,0.0,93.7,10.0,True,True,False
12600.0,37209.6,9.0,12.67,0.0,0.0,77.2,10.0,False,True,False
14400.0,108060.0,11.0,7.7,0.0,2.0,60.4,10.0,False,False,False
10000.0,94800.0,8.0,13.08,0.0,1.0,62.5,2.0,False,False,False
16000.0,120000.0,25.0,21.16,4.0,1.0,72.3,1.0,True,True,False
18500.0,91000.0,7.0,11.29,0.0,0.0,56.9,9.0,False,False,False
4800.0,108000.0,6.0,9.64,0.0,1.0,79.5,10.0,False,False,False
20000.0,90000.0,9.0,8.41,0.0,0.0,39.1,4.0,False,False,False
14125.0,39500.0,7.0,23.54,0.0,1.0,65.8,6.0,False,True,False
10000.0,120000.0,6.0,4.85,0.0,0.0,21.5,10.0,False,False,False
10075.0,56000.0,11.0,16.46,0.0,0.0,86.0,3.0,False,False,False
25000.0,75000.0,11.0,12.96,0.0,0.0,60.1,6.0,False,True,False
35000.0,105000.0,10.0,16.94,0.0,0.0,91.2,4.0,False,True,False
3000.0,68000.0,5.0,5.19,0.0,1.0,17.8,0.0,False,False,False
1800.0,49000.0,5.0,15.33,0.0,1.0,42.2,10.0,False,False,True
1500.0,92700.0,11.0,2.64,0.0,3.0,36.6,5.0,False,False,False
2400.0,57000.0,12.0,17.01,1.0,1.0,12.5,0.0,False,False,False
22000.0,92000.0,15.0,19.64,2.0,2.0,23.2,5.0,False,True,False
16000.0,30000.0,7.0,17.88,0.0,0.0,53.2,5.0,False,False,False
9000.0,84500.0,8.0,13.97,0.0,1.0,89.6,3.0,False,False,True
10000.0,60000.0,11.0,21.38,1.0,0.0,40.4,10.0,False,False,False
15000.0,60000.0,7.0,8.88,1.0,0.0,68.5,4.0,True,True,False
15000.0,55000.0,12.0,22.69,0.0,1.0,72.4,6.0,False,False,False
8400.0,36000.0,7.0,18.47,0.0,1.0,97.6,10.0,False,False,False
28625.0,72000.0,13.0,24.6,1.0,1.0,55.3,10.0,True,True,False
14000.0,43000.0,17.0,17.97,0.0,1.0,61.1,8.0,True,True,True
10200.0,70000.0,9.0,17.86,1.0,2.0,64.2,4.0,False,False,False
9000.0,32000.0,8.0,14.63,0.0,0.0,87.5,5.0,False,False,False
3000.0,20000.0,9.0,22.5,0.0,2.0,72.4,2.0,False,False,False
12500.0,35000.0,10.0,19.95,0.0,1.0,71.4,6.0,True,True,False
17625.0,37793.6,12.0,18.73,0.0,1.0,63.3,10.0,False,False,False
5000.0,80000.0,6.0,3.99,0.0,1.0,83.0,5.0,False,False,False
18000.0,60000.0,8.0,11.76,0.0,1.0,65.0,7.0,False,True,False
5500.0,55000.0,6.0,11.56,0.0,0.0,56.0,0.0,False,False,False
7000.0,47000.0,12.0,26.32,0.0,0.0,19.8,10.0,False,False,False
6400.0,55200.0,7.0,6.93,0.0,2.0,47.4,2.0,True,False,False
18000.0,36000.0,4.0,3.27,1.0,0.0,31.0,3.0,False,True,False
11000.0,65000.0,11.0,20.16,0.0,0.0,77.7,10.0,False,False,False
22250.0,56000.0,9.0,21.9,0.0,0.0,92.4,2.0,True,True,False
24000.0,125000.0,9.0,22.49,0.0,1.0,78.1,4.0,True,True,False
20000.0,48000.0,5.0,17.15,1.0,3.0,89.1,7.0,False,True,False
12000.0,57500.0,10.0,13.75,1.0,0.0,43.3,10.0,True,True,False
33000.0,115000.0,12.0,7.11,1.0,0.0,48.3,0.0,True,False,False
10000.0,40000.0,10.0,9.57,0.0,3.0,59.2,10.0,True,False,False
5000.0,84000.0,6.0,7.81,0.0,0.0,26.4,5.0,False,True,False
3000.0,49152.0,23.0,22.51,0.0,1.0,11.6,7.0,False,False,False
7500.0,38400.0,6.0,20.88,0.0,0.0,99.5,10.0,False,False,False
15000.0,60000.0,8.0,4.68,0.0,2.0,46.7,5.0,True,True,True
12000.0,42000.0,8.0,19.43,0.0,1.0,70.4,2.0,False,False,False
16000.0,55000.0,11.0,19.03,0.0,2.0,81.9,0.0,False,True,False
12000.0,120000.0,5.0,3.44,0.0,0.0,47.6,10.0,False,False,False
8000.0,108000.0,11.0,17.3,0.0,1.0,45.8,10.0,True,True,False
20000.0,75000.0,7.0,11.18,0.0,0.0,58.4,8.0,False,False,False
3775.0,22300.0,11.0,21.42,0.0,2.0,22.2,1.0,False,False,False
21575.0,54480.0,7.0,18.5,0.0,1.0,98.7,10.0,False,True,False
5400.0,112000.0,11.0,13.17,0.0,3.0,89.7,5.0,False,False,True
20000.0,80000.0,12.0,5.23,0.0,0.0,42.2,2.0,False,True,False
11625.0,32000.0,12.0,23.44,0.0,0.0,46.4,7.0,False,True,False
18000.0,60000.0,6.0,16.72,0.0,2.0,39.4,2.0,False,False,False
7000.0,50000.0,3.0,9.77,0.0,2.0,48.0,4.0,False,False,False
18000.0,42000.0,10.0,19.83,0.0,0.0,64.4,7.0,True,True,False
8375.0,50400.0,18.0,21.14,0.0,3.0,17.8,10.0,False,False,False
30000.0,100000.0,13.0,24.14,2.0,0.0,84.6,5.0,True,True,False
19075.0,48000.0,10.0,17.38,0.0,2.0,74.9,10.0,False,True,False
1200.0,29000.0,5.0,18.95,0.0,0.0,70.3,9.0,False,False,True
15000.0,70666.08,11.0,20.82,0.0,1.0,49.2,10.0,False,True,False
12000.0,105000.0,10.0,11.7,3.0,2.0,77.1,5.0,False,False,False
12000.0,54000.0,12.0,12.47,0.0,1.0,66.6,10.0,True,True,False
15000.0,57960.0,10.0,17.17,0.0,2.0,75.0,4.0,False,True,False
35000.0,150000.0,12.0,24.74,0.0,1.0,34.3,10.0,False,True,False
17000.0,50000.0,11.0,13.94,0.0,0.0,69.9,6.0,False,False,False
7000.0,130500.0,12.0,11.26,0.0,1.0,64.2,6.0,False,True,False
3000.0,50000.0,6.0,11.93,0.0,0.0,5.7,10.0,False,False,False
10000.0,65000.0,13.0,19.86,0.0,1.0,81.3,3.0,False,False,False
12000.0,109000.0,6.0,6.3,0.0,1.0,20.4,10.0,False,False,False
11125.0,75000.0,8.0,15.63,2.0,0.0,70.7,4.0,False,False,False
19800.0,170000.0,9.0,1.61,0.0,2.0,27.2,10.0,False,True,False
30000.0,68000.0,11.0,16.91,0.0,0.0,71.5,4.0,False,True,False
19800.0,96000.0,8.0,3.65,0.0,0.0,57.1,9.0,False,True,False
10000.0,100000.0,7.0,4.24,1.0,0.0,87.9,2.0,False,False,False
10000.0,52000.0,9.0,7.04,0.0,0.0,66.5,2.0,False,False,False
21000.0,71040.0,9.0,6.52,0.0,0.0,94.6,2.0,True,True,False
15500.0,63000.0,15.0,17.56,0.0,1.0,60.9,10.0,False,False,False
1450.0,55560.0,7.0,6.95,1.0,0.0,87.4,5.0,False,False,False
