loan_amnt,annual_inc,open_acc,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies,term,grade,emp_length,home_ownership,purpose,defaulted
3500.0,84996.0,6.0,5.36,2.0,0.0,2.0,0.0,11616.0,45.7,27.0,0.0,36,B,10,MORTGAGE,major_purchase,False
12000.0,38500.0,15.0,10.91,2.0,1.0,16.0,0.0,9520.0,85.0,33.0,0.0,60,E,1,RENT,debt_consolidation,False
5000.0,110000.0,10.0,6.38,0.0,0.0,45.0,0.0,4429.0,70.3,27.0,0.0,36,B,6,MORTGAGE,debt_consolidation,False
12000.0,45000.0,9.0,8.85,0.0,0.0,46.0,0.0,7329.0,70.0,19.0,0.0,36,B,4,RENT,debt_consolidation,False
21000.0,90000.0,8.0,8.76,2.0,0.0,15.0,0.0,7979.0,82.2,32.0,0.0,60,C,0,MORTGAGE,credit_card,False
18000.0,70000.0,16.0,17.76,0.0,1.0,30.0,0.0,19575.0,34.3,29.0,0.0,36,A,9,MORTGAGE,credit_card,False
14100.0,43000.0,7.0,4.83,0.0,3.0,26.0,0.0,13609.0,70.5,15.0,0.0,60,D,4,RENT,small_business,False
35000.0,140000.0,14.0,4.29,2.0,2.0,16.0,0.0,13948.0,75.4,39.0,0.0,60,E,10,MORTGAGE,small_business,False
25000.0,95000.0,15.0,15.56,2.0,0.0,12.0,0.0,23426.0,48.8,26.0,0.0,60,E,7,RENT,debt_consolidation,False
4400.0,80000.0,4.0,2.65,0.0,0.0,26.0,0.0,6043.0,99.1,13.0,0.0,36,E,7,RENT,small_business,False
35000.0,71316.0,13.0,14.79,1.0,1.0,23.0,0.0,18651.0,75.5,23.0,0.0,60,F,10,MORTGAGE,debt_consolidation,True
7200.0,34000.0,10.0,17.51,0.0,0.0,77.0,1.0,5176.0,48.8,13.0,0.0,36,A,5,RENT,debt_consolidation,False
13000.0,36000.0,7.0,10.9,0.0,1.0,27.0,0.0,5260.0,80.9,12.0,0.0,36,D,10,RENT,debt_consolidation,False
14000.0,32000.0,5.0,16.28,0.0,2.0,67.0,0.0,10617.0,87.0,13.0,0.0,60,D,10,RENT,wedding,False
9000.0,50000.0,3.0,1.99,3.0,0.0,16.0,0.0,2462.0,42.4,15.0,0.0,36,C,7,MORTGAGE,debt_consolidation,False
12000.0,63000.0,13.0,20.67,0.0,0.0,25.0,0.0,23888.0,64.1,45.0,0.0,60,B,10,MORTGAGE,debt_consolidation,True
26400.0,150000.0,8.0,3.23,0.0,2.0,55.0,0.0,15527.0,56.3,20.0,0.0,60,C,0,MORTGAGE,house,False
7000.0,75000.0,10.0,21.66,0.0,1.0,36.0,0.0,7623.0,88.6,30.0,0.0,60,C,3,OWN,other,False
3000.0,105000.0,8.0,7.25,1.0,2.0,22.0,0.0,15209.0,79.6,22.0,0.0,36,C,3,RENT,debt_consolidation,False
5000.0,35000.0,8.0,13.92,0.0,0.0,49.0,0.0,3418.0,30.5,23.0,0.0,36,B,10,MORTGAGE,car,False
15700.0,60000.0,12.0,9.12,0.0,0.0,40.0,0.0,13577.0,89.9,35.0,0.0,60,E,0,MORTGAGE,debt_consolidation,True
9600.0,105000.0,9.0,10.19,0.0,0.0,30.0,0.0,18114.0,93.9,34.0,0.0,36,B,2,MORTGAGE,debt_consolidation,False
8000.0,88000.0,7.0,3.25,1.0,0.0,19.0,0.0,5791.0,51.1,20.0,0.0,60,B,3,MORTGAGE,wedding,False
2250.0,16000.0,7.0,18.75,0.0,0.0,34.0,0.0,7528.0,61.2,14.0,0.0,36,C,6,RENT,credit_card,False
17050.0,53000.0,8.0,23.64,0.0,1.0,42.0,0.0,17414.0,59.4,28.0,0.0,36,B,10,MORTGAGE,debt_consolidation,False
16500.0,110000.0,12.0,10.22,0.0,1.0,70.0,0.0,22329.0,70.2,25.0,0.0,36,D,2,RENT,debt_consolidation,False
12000.0,70000.0,9.0,6.02,0.0,0.0,33.0,0.0,12411.0,50.0,31.0,0.0,36,A,10,RENT,debt_consolidation,False
2400.0,25000.0,14.0,17.71,1.0,2.0,2.0,0.0,3096.0,35.2,25.0,0.0,36,C,1,OWN,debt_consolidation,False
7000.0,22000.0,12.0,17.45,3.0,1.0,21.0,0.0,7467.0,25.7,19.0,0.0,36,B,10,MORTGAGE,debt_consolidation,False
6750.0,48000.0,4.0,1.0,2.0,2.0,9.0,0.0,298.0,4.8,9.0,0.0,36,D,2,RENT,small_business,False
15000.0,75000.0,10.0,21.6,0.0,1.0,43.0,0.0,5581.0,46.9,23.0,0.0,36,A,3,MORTGAGE,home_improvement,False
10625.0,30000.0,11.0,23.2,0.0,0.0,70.0,0.0,12103.0,70.4,17.0,0.0,36,B,0,RENT,credit_card,True
5000.0,90000.0,8.0,3.92,0.0,0.0,34.0,0.0,6313.0,83.1,16.0,0.0,60,D,4,MORTGAGE,debt_consolidation,True
8075.0,35000.0,3.0,10.73,0.0,2.0,26.0,0.0,0.0,0.0,24.0,0.0,60,F,10,MORTGAGE,debt_consolidation,False
24000.0,77000.0,11.0,24.78,0.0,1.0,40.0,0.0,22154.0,60.7,29.0,0.0,36,C,10,RENT,credit_card,False
14000.0,76800.0,4.0,6.83,2.0,0.0,17.0,0.0,526.0,75.1,21.0,0.0,60,F,10,MORTGAGE,debt_consolidation,False
30000.0,137000.0,6.0,8.73,1.0,2.0,17.0,0.0,10875.0,74.0,7.0,0.0,60,F,0,RENT,debt_consolidation,False
6000.0,23040.0,6.0,12.66,0.0,0.0,63.0,0.0,8282.0,62.3,11.0,0.0,36,A,0,RENT,credit_card,True
35000.0,99224.88,8.0,12.07,0.0,2.0,74.0,0.0,9782.0,49.4,25.0,0.0,60,E,10,MORTGAGE,home_improvement,False
19000.0,38000.0,15.0,18.09,0.0,1.0,60.0,0.0,8145.0,69.6,29.0,0.0,60,D,3,OWN,debt_consolidation,True
18825.0,85000.0,18.0,14.77,0.0,0.0,66.0,0.0,17777.0,91.2,44.0,0.0,60,E,10,MORTGAGE,debt_consolidation,False
24000.0,122400.0,10.0,9.98,0.0,2.0,32.0,0.0,2844.0,25.9,16.0,0.0,60,F,1,MORTGAGE,debt_consolidation,True
22500.0,45000.0,9.0,7.65,0.0,0.0,27.0,0.0,8735.0,45.0,18.0,0.0,60,F,3,RENT,major_purchase,False
12375.0,37000.0,7.0,23.74,0.0,1.0,34.0,0.0,15976.0,81.9,12.0,0.0,60,C,2,RENT,credit_card,False
5000.0,110000.0,13.0,20.02,0.0,2.0,31.0,0.0,23729.0,62.8,44.0,0.0,36,B,1,MORTGAGE,other,False
6000.0,30000.0,6.0,10.8,0.0,0.0,43.0,0.0,13465.0,86.3,20.0,0.0,36,C,0,RENT,medical,False
5850.0,38000.0,10.0,23.59,0.0,1.0,46.0,0.0,9552.0,91.8,36.0,0.0,36,C,1,RENT,credit_card,False
5275.0,50000.0,13.0,6.79,0.0,1.0,42.0,0.0,2830.0,11.4,37.0,0.0,36,A,5,OWN,other,False
21000.0,94500.0,13.0,8.09,0.0,0.0,32.0,0.0,13597.0,82.4,28.0,0.0,60,E,2,RENT,debt_consolidation,False
8800.0,135000.0,15.0,8.77,0.0,1.0,31.0,0.0,8380.0,88.2,24.0,0.0,60,E,10,RENT,vacation,False
34000.0,65000.0,7.0,16.87,0.0,2.0,27.0,0.0,16758.0,64.7,27.0,0.0,36,D,4,RENT,debt_consolidation,False
12000.0,165000.0,5.0,6.27,1.0,0.0,3.0,0.0,5046.0,63.1,19.0,0.0,60,D,5,RENT,debt_consolidation,True
6000.0,50000.0,22.0,23.86,2.0,1.0,12.0,0.0,9359.0,24.6,58.0,0.0,36,C,8,MORTGAGE,debt_consolidation,False
4000.0,47000.0,3.0,12.94,0.0,0.0,72.0,0.0,2476.0,99.0,7.0,0.0,36,E,10,RENT,other,True
15000.0,60000.0,11.0,19.52,0.0,2.0,60.0,0.0,9881.0,73.2,19.0,0.0,36,C,10,OWN,credit_card,False
29100.0,95000.0,4.0,16.41,1.0,0.0,15.0,0.0,3988.0,99.7,22.0,0.0,60,G,0,RENT,debt_consolidation,False
16400.0,140000.0,13.0,12.71,0.0,3.0,70.0,0.0,15891.0,89.5,21.0,0.0,36,C,6,OWN,credit_card,False
10000.0,27000.0,7.0,14.13,0.0,0.0,66.0,0.0,14067.0,76.9,14.0,0.0,36,B,5,RENT,credit_card,False
35000.0,174000.0,10.0,5.32,0.0,1.0,33.0,0.0,13393.0,26.5,22.0,0.0,60,F,0,MORTGAGE,home_improvement,False
35000.0,70000.0,13.0,19.17,0.0,2.0,53.0,0.0,26683.0,66.9,38.0,0.0,60,E,3,MORTGAGE,debt_consolidation,True
20000.0,62500.0,11.0,20.83,0.0,0.0,38.0,0.0,4758.0,52.3,53.0,0.0,60,D,2,RENT,debt_consolidation,False
20000.0,90000.0,11.0,18.17,0.0,1.0,27.0,0.0,21132.0,69.5,23.0,0.0,36,C,4,MORTGAGE,credit_card,False
18250.0,40000.0,8.0,19.2,1.0,0.0,4.0,0.0,20240.0,98.3,16.0,0.0,60,G,6,OWN,debt_consolidation,False
15000.0,60000.0,11.0,7.8,1.0,0.0,18.0,0.0,11332.0,80.9,30.0,0.0,36,C,10,RENT,credit_card,False
24000.0,152000.0,9.0,13.28,0.0,0.0,34.0,0.0,23180.0,95.8,24.0,0.0,60,E,7,RENT,debt_consolidation,False
20000.0,100000.0,13.0,11.32,0.0,1.0,62.0,0.0,15428.0,94.7,41.0,0.0,60,E,8,OWN,debt_consolidation,False
4000.0,90000.0,6.0,12.79,0.0,1.0,40.0,0.0,5535.0,47.5,15.0,0.0,36,C,0,RENT,other,False
15000.0,75000.0,9.0,7.97,0.0,2.0,35.0,0.0,6870.0,43.5,26.0,0.0,36,B,5,RENT,debt_consolidation,False
2500.0,45000.0,5.0,10.61,0.0,0.0,46.0,0.0,2524.0,57.4,25.0,0.0,36,B,5,RENT,debt_consolidation,False
6625.0,16800.0,6.0,20.29,0.0,2.0,79.0,0.0,1534.0,9.5,17.0,0.0,36,A,10,RENT,other,False
20000.0,87000.0,7.0,9.31,2.0,1.0,9.0,0.0,20970.0,88.4,32.0,0.0,60,E,4,RENT,debt_consolidation,False
12000.0,66000.0,10.0,8.76,0.0,2.0,38.0,0.0,10326.0,59.3,32.0,0.0,36,C,10,RENT,credit_card,False
17000.0,57000.0,9.0,8.72,1.0,1.0,20.0,0.0,14821.0,57.4,22.0,0.0,60,E,10,RENT,debt_consolidation,False
20000.0,42000.0,6.0,8.91,0.0,0.0,80.0,0.0,11762.0,66.5,13.0,0.0,60,D,2,MORTGAGE,debt_consolidation,False
3000.0,18000.0,4.0,24.27,0.0,1.0,45.0,0.0,6858.0,21.5,9.0,0.0,36,B,1,RENT,small_business,True
20000.0,140000.0,11.0,7.89,0.0,1.0,47.0,0.0,20631.0,75.0,35.0,0.0,36,C,5,RENT,credit_card,False
15000.0,61284.0,22.0,21.87,0.0,0.0,28.0,0.0,13034.0,59.8,30.0,0.0,36,D,3,RENT,debt_consolidation,False
2400.0,39990.0,7.0,19.68,0.0,3.0,24.0,0.0,19059.0,92.5,23.0,0.0,36,C,3,MORTGAGE,other,False
13000.0,95000.0,8.0,12.69,0.0,0.0,42.0,0.0,14646.0,55.5,20.0,0.0,36,B,10,MORTGAGE,debt_consolidation,False
14000.0,27840.0,5.0,10.78,0.0,2.0,79.0,0.0,1430.0,57.2,23.0,0.0,60,C,10,MORTGAGE,small_business,True
15000.0,73600.0,11.0,11.67,0.0,0.0,61.0,1.0,18589.0,69.4,25.0,1.0,36,B,10,MORTGAGE,debt_consolidation,False
11000.0,71200.0,10.0,18.72,0.0,0.0,70.0,0.0,12898.0,70.9,21.0,0.0,36,B,2,RENT,credit_card,False
12000.0,33280.0,6.0,9.3,0.0,0.0,26.0,0.0,8245.0,41.6,17.0,0.0,60,A,6,MORTGAGE,other,False
1600.0,30000.0,9.0,16.84,1.0,0.0,13.0,0.0,6029.0,90.0,18.0,0.0,36,D,8,RENT,debt_consolidation,False
8200.0,65000.0,8.0,2.09,2.0,0.0,22.0,0.0,4683.0,22.4,20.0,0.0,36,A,0,MORTGAGE,small_business,False
10400.0,56004.0,6.0,9.86,0.0,1.0,35.0,0.0,6825.0,54.2,25.0,0.0,60,D,5,MORTGAGE,home_improvement,False
35000.0,115000.0,17.0,17.24,0.0,0.0,36.0,0.0,54340.0,83.3,38.0,0.0,60,F,10,MORTGAGE,debt_consolidation,False
12000.0,52000.0,8.0,1.43,0.0,0.0,47.0,0.0,2357.0,11.3,24.0,0.0,36,A,10,MORTGAGE,home_improvement,False
4000.0,54000.0,8.0,17.53,2.0,2.0,9.0,0.0,2529.0,8.2,10.0,0.0,36,A,2,RENT,debt_consolidation,True
8575.0,35000.0,16.0,24.58,0.0,2.0,68.0,1.0,6509.0,69.2,30.0,1.0,36,C,10,RENT,debt_consolidation,False
6000.0,32000.0,4.0,17.81,1.0,0.0,9.0,0.0,1524.0,21.2,12.0,0.0,36,C,1,RENT,debt_consolidation,True
10000.0,38400.0,6.0,5.34,0.0,0.0,38.0,0.0,3953.0,48.3,17.0,0.0,36,B,0,MORTGAGE,debt_consolidation,False
12000.0,45000.0,4.0,14.37,1.0,1.0,15.0,0.0,10374.0,94.3,10.0,0.0,60,E,1,RENT,small_business,False
12000.0,79768.0,6.0,16.73,0.0,2.0,37.0,0.0,2093.0,36.7,21.0,0.0,36,C,2,OWN,major_purchase,False
12600.0,86000.0,9.0,16.87,0.0,1.0,63.0,0.0,12208.0,56.3,40.0,0.0,60,C,3,MORTGAGE,home_improvement,False
13500.0,57700.0,10.0,20.34,1.0,2.0,23.0,0.0,14643.0,62.3,34.0,0.0,36,B,10,MORTGAGE,debt_consolidation,False
6000.0,82000.0,8.0,1.27,0.0,1.0,24.0,0.0,1284.0,75.5,17.0,0.0,36,C,5,RENT,debt_consolidation,False
7500.0,60000.0,6.0,16.0,0.0,1.0,68.0,0.0,6264.0,65.2,17.0,0.0,36,C,6,RENT,debt_consolidation,False
10000.0,200000.0,16.0,18.88,0.0,1.0,57.0,1.0,84099.0,85.6,46.0,1.0,36,B,10,MORTGAGE,debt_consolidation,False
7000.0,52000.0,9.0,17.42,0.0,2.0,29.0,1.0,6070.0,85.5,23.0,1.0,36,D,10,RENT,debt_consolidation,False
6000.0,170000.0,7.0,4.07,1.0,1.0,13.0,0.0,5224.0,42.1,15.0,0.0,36,A,10,MORTGAGE,house,False
3000.0,70000.0,22.0,12.22,0.0,0.0,32.0,0.0,10640.0,21.2,37.0,0.0,36,A,0,MORTGAGE,credit_card,False
10000.0,56000.0,14.0,19.33,1.0,0.0,15.0,0.0,21282.0,58.8,22.0,0.0,36,B,5,RENT,debt_consolidation,False
