date_time,is_holiday,temp_F,rain_1h,snow_1h,clouds_all,weather_main,traffic_volume
2012-10-05 22:00:00,True,42.92600000000009,0.0,0.0,40,Clouds,2450
2012-10-05 23:00:00,True,42.63800000000005,0.0,0.0,40,Clouds,1832
2012-10-06 00:00:00,True,42.188000000000045,0.0,0.0,90,Clouds,1231
2012-10-06 01:00:00,True,41.72000000000006,0.0,0.0,90,Clouds,718
2012-10-06 02:00:00,True,41.791999999999994,0.0,0.0,90,Clouds,545
2012-10-06 04:00:00,True,38.912000000000056,0.0,0.0,75,Clouds,411
2012-10-06 05:00:00,True,37.76000000000008,0.0,0.0,20,Clouds,688
2012-10-06 06:00:00,True,36.05,0.0,0.0,1,Clear,1352
2012-10-06 07:00:00,True,35.63600000000007,0.0,0.0,1,Clear,2072
2012-10-06 08:00:00,True,35.312000000000054,0.0,0.0,1,Clear,3342
2012-10-06 09:00:00,True,35.492,0.0,0.0,40,Clouds,4258
2012-10-06 10:00:00,True,38.714000000000034,0.0,0.0,20,Clouds,4861
2012-10-06 11:00:00,True,40.80200000000008,0.0,0.0,20,Clouds,5191
2012-10-06 12:00:00,True,42.674000000000014,0.0,0.0,40,Clouds,5669
2012-10-06 13:00:00,True,44.54600000000005,0.0,0.0,75,Clouds,5074
2012-10-06 14:00:00,True,44.780000000000044,0.0,0.0,75,Clouds,5025
2012-10-06 15:00:00,True,44.33000000000004,0.0,0.0,75,Clouds,5153
2012-10-06 16:00:00,True,42.63800000000005,0.0,0.0,90,Clouds,5024
2012-10-06 17:00:00,True,42.36800000000009,0.0,0.0,90,Clouds,4779
2012-10-06 18:00:00,True,41.432000000000016,0.0,0.0,90,Clouds,4362
2012-10-06 19:00:00,True,41.018000000000086,0.0,0.0,90,Clouds,3860
2012-10-06 20:00:00,True,41.018000000000086,0.0,0.0,90,Clouds,3160
2012-10-06 21:00:00,True,40.604000000000056,0.0,0.0,90,Clouds,2992
2012-10-06 22:00:00,True,38.75,0.0,0.0,90,Clouds,3202
2012-10-06 23:00:00,True,37.742,0.0,0.0,75,Clouds,1941
2012-10-07 00:00:00,True,37.32800000000007,0.0,0.0,75,Clouds,1233
2012-10-07 03:00:00,True,36.64400000000008,0.0,0.0,90,Clouds,323
2012-10-07 04:00:00,True,36.5,0.0,0.0,90,Clouds,312
2012-10-07 05:00:00,True,36.248000000000026,0.0,0.0,75,Clouds,627
2012-10-07 06:00:00,True,35.42000000000006,0.0,0.0,90,Clouds,1508
2012-10-07 07:00:00,True,34.91600000000001,0.0,0.0,90,Clouds,1539
2012-10-07 08:00:00,True,34.91600000000001,0.0,0.0,75,Clouds,2232
2012-10-07 09:00:00,True,36.320000000000064,0.0,0.0,75,Clouds,4568
2012-10-07 10:00:00,True,37.562000000000054,0.0,0.0,75,Clouds,4624
2012-10-07 11:00:00,True,38.94800000000002,0.0,0.0,90,Clouds,4529
2012-10-07 12:00:00,True,39.70400000000005,0.0,0.0,90,Clouds,5139
2012-10-07 13:00:00,True,41.54000000000002,0.0,0.0,90,Clouds,6640
2012-10-07 14:00:00,True,43.016000000000005,0.0,0.0,90,Clouds,6589
2012-10-07 15:00:00,True,43.016000000000005,0.0,0.0,90,Clouds,4429
2012-10-07 16:00:00,True,43.32200000000004,0.0,0.0,90,Clouds,4329
2012-10-07 17:00:00,True,43.10600000000003,0.0,0.0,90,Clouds,3833
2012-10-07 18:00:00,True,43.016000000000005,0.0,0.0,90,Clouds,4015
2012-10-07 19:00:00,True,40.92800000000007,0.0,0.0,90,Clouds,3382
2012-10-07 20:00:00,True,38.55200000000008,0.0,0.0,75,Clouds,2815
2012-10-07 21:00:00,True,36.64400000000008,0.0,0.0,90,Clouds,2110
2012-10-07 22:00:00,True,35.11400000000003,0.0,0.0,75,Clouds,1555
2012-10-07 23:00:00,True,33.38600000000007,0.0,0.0,20,Clouds,959
2012-10-08 00:00:00,False,31.874000000000013,0.0,0.0,20,Clouds,455
2012-10-08 01:00:00,True,31.04600000000005,0.0,0.0,20,Clouds,336
2012-10-08 02:00:00,True,29.533999999999992,0.0,0.0,1,Clear,265
2012-10-08 03:00:00,True,28.220000000000063,0.0,0.0,1,Clear,314
2012-10-08 04:00:00,True,27.464000000000034,0.0,0.0,1,Clear,779
2012-10-08 05:00:00,True,26.924000000000014,0.0,0.0,1,Clear,2571
2012-10-08 06:00:00,True,25.628000000000064,0.0,0.0,20,Clouds,5563
2012-10-08 07:00:00,True,26.348000000000024,0.0,0.0,20,Clouds,6676
2012-10-08 08:00:00,True,28.544000000000075,0.0,0.0,20,Clouds,5966
2012-10-08 09:00:00,True,33.008,0.0,0.0,20,Clouds,4832
2012-10-08 10:00:00,True,38.516000000000005,0.0,0.0,20,Clouds,4395
2012-10-08 11:00:00,True,43.37600000000009,0.0,0.0,20,Clouds,4411
2012-10-08 12:00:00,True,44.041999999999994,0.0,0.0,1,Clear,4648
2012-10-08 13:00:00,True,48.542,0.0,0.0,40,Clouds,4602
2012-10-08 14:00:00,True,49.62200000000004,0.0,0.0,40,Clouds,5125
2012-10-08 15:00:00,True,50.59400000000008,0.0,0.0,1,Clear,5502
2012-10-08 16:00:00,True,52.12400000000001,0.0,0.0,1,Clear,5979
2012-10-08 17:00:00,True,52.39400000000008,0.0,0.0,40,Clouds,5663
2012-10-08 18:00:00,True,51.944000000000074,0.0,0.0,40,Clouds,4259
2012-10-08 19:00:00,True,47.912000000000056,0.0,0.0,20,Clouds,3069
2012-10-08 20:00:00,True,43.98800000000004,0.0,0.0,1,Clear,2378
2012-10-08 21:00:00,True,43.16000000000008,0.0,0.0,1,Clear,2030
2012-10-08 22:00:00,True,42.35,0.0,0.0,1,Clear,1400
2012-10-08 23:00:00,True,41.55800000000001,0.0,0.0,1,Clear,917
2012-10-09 00:00:00,True,40.33399999999999,0.0,0.0,1,Clear,515
2012-10-09 01:00:00,True,39.41600000000001,0.0,0.0,1,Clear,302
2012-10-09 02:00:00,True,39.77600000000009,0.0,0.0,1,Clear,251
2012-10-09 04:00:00,True,38.87600000000009,0.0,0.0,20,Clouds,798
2012-10-09 05:00:00,True,38.06600000000001,0.0,0.0,40,Clouds,2678
2012-10-09 06:00:00,True,38.21000000000008,0.0,0.0,40,Clouds,5733
2012-10-09 07:00:00,True,39.48800000000004,0.0,0.0,75,Clouds,6449
2012-10-09 08:00:00,True,41.41400000000003,0.0,0.0,90,Clouds,5765
2012-10-09 09:00:00,True,43.16000000000008,0.0,0.0,90,Clouds,5599
2012-10-09 10:00:00,True,46.79600000000005,0.0,0.0,90,Clouds,4534
2012-10-09 11:00:00,True,49.92800000000007,0.0,0.0,90,Clouds,4691
2012-10-09 12:00:00,True,51.674000000000014,0.0,0.0,75,Clouds,5067
2012-10-09 13:00:00,True,53.58200000000002,0.0,0.0,75,Clouds,5030
2012-10-09 14:00:00,True,55.76000000000008,0.0,0.0,90,Clouds,5300
2012-10-09 15:00:00,True,57.34400000000008,0.0,0.0,100,Rain,5777
2012-10-09 16:00:00,True,59.684,0.0,0.0,90,Clouds,6349
2012-10-09 17:00:00,True,62.99600000000005,0.0,0.0,90,Clouds,6127
2012-10-09 18:00:00,True,62.564000000000036,0.0,0.0,90,Clouds,4460
2012-10-09 19:00:00,True,60.27800000000006,0.0,0.0,75,Clouds,3418
2012-10-09 20:00:00,True,57.57800000000007,0.0,0.0,90,Clouds,2775
2012-10-09 21:00:00,True,53.52800000000006,0.0,0.0,90,Clouds,2306
2012-10-09 22:00:00,True,50.55800000000001,0.0,0.0,90,Clouds,1846
2012-10-09 23:00:00,True,48.74000000000002,0.0,0.0,90,Clouds,947
2012-10-10 00:00:00,True,47.714000000000034,0.0,0.0,90,Clouds,494
2012-10-10 01:00:00,True,47.53399999999999,0.0,0.0,90,Clouds,332
2012-10-10 02:00:00,True,46.291999999999994,0.0,0.0,75,Clouds,261
2012-10-10 03:00:00,True,46.43600000000007,0.0,0.0,90,Clouds,361
2012-10-10 06:00:00,True,46.58000000000004,0.0,0.0,92,Clear,5875
2012-10-10 07:00:00,True,46.58000000000004,0.0,0.0,99,Rain,6793
2012-10-10 07:00:00,True,46.58000000000004,0.0,0.0,99,Drizzle,6793
2012-10-10 08:00:00,True,44.51000000000008,0.0,0.0,99,Rain,6283
2012-10-10 08:00:00,True,44.51000000000008,0.0,0.0,99,Drizzle,6283
2012-10-10 09:00:00,True,43.628000000000064,0.0,0.0,99,Rain,5680
2012-10-10 09:00:00,True,43.628000000000064,0.0,0.0,99,Drizzle,5680
2012-10-10 10:00:00,True,43.73600000000007,0.0,0.0,99,Clear,4632
2012-10-10 11:00:00,True,44.67200000000004,0.0,0.0,1,Clear,4887
2012-10-10 12:00:00,True,48.092,0.0,0.0,75,Clouds,5030
2012-10-10 13:00:00,True,48.398000000000025,0.0,0.0,75,Clouds,5067
2012-10-10 14:00:00,True,48.02000000000007,0.0,0.0,90,Clouds,5227
2012-10-10 15:00:00,True,47.19199999999999,0.0,0.0,90,Clouds,5610
2012-10-10 16:00:00,True,46.544000000000075,0.0,0.0,81,Clear,6286
2012-10-10 18:00:00,True,49.01000000000008,0.0,0.0,81,Clear,4775
2012-10-10 19:00:00,True,49.01000000000008,0.0,0.0,81,Clear,3340
2012-10-10 20:00:00,True,49.01000000000008,0.0,0.0,81,Clear,3013
2012-10-10 21:00:00,True,49.01000000000008,0.0,0.0,81,Clear,2603
2012-10-10 22:00:00,True,49.01000000000008,0.0,0.0,81,Clear,1910
2012-10-10 23:00:00,True,49.01000000000008,0.0,0.0,81,Clear,1037
2012-10-11 01:00:00,True,33.35,0.0,0.0,1,Clear,347
2012-10-11 03:00:00,True,34.25,0.0,0.0,75,Clouds,350
2012-10-11 04:00:00,True,33.62000000000006,0.0,0.0,75,Clouds,850
2012-10-11 05:00:00,True,33.008,0.0,0.0,40,Clouds,2791
2012-10-11 06:00:00,True,31.118000000000087,0.0,0.0,1,Clear,5809
2012-10-11 07:00:00,True,31.1,0.0,0.0,1,Clear,6798
2012-10-11 08:00:00,True,30.866000000000007,0.0,0.0,1,Clear,6304
2012-10-11 09:00:00,True,35.67200000000004,0.0,0.0,20,Clouds,5291
2012-10-11 10:00:00,True,35.94199999999999,0.0,0.0,1,Clear,4638
2012-10-11 14:00:00,True,51.71000000000008,0.0,0.0,50,Clear,5557
2012-10-11 15:00:00,True,51.71000000000008,0.0,0.0,50,Clear,5818
2012-10-11 16:00:00,True,51.13399999999999,0.0,0.0,75,Clouds,6272
2012-10-11 17:00:00,True,50.66600000000001,0.0,0.0,75,Clouds,5944
2012-10-11 18:00:00,True,50.306000000000026,0.0,0.0,90,Clouds,4949
2012-10-11 19:00:00,True,48.038000000000046,0.0,0.0,90,Clouds,3511
2012-10-11 20:00:00,True,47.84000000000002,0.0,0.0,90,Clouds,3039
2012-10-11 21:00:00,True,47.588000000000044,0.0,0.0,90,Clouds,2679
2012-10-11 22:00:00,True,48.21800000000009,0.0,0.0,90,Clouds,2094
2012-10-11 23:00:00,True,48.88399999999999,0.0,0.0,90,Clouds,1284
2012-10-12 00:00:00,True,51.36800000000009,0.0,0.0,90,Clouds,630
2012-10-12 01:00:00,True,52.682000000000016,0.0,0.0,90,Clouds,410
2012-10-12 02:00:00,True,52.62800000000007,0.0,0.0,90,Clouds,331
2012-10-12 03:00:00,True,50.05400000000006,0.0,0.0,72,Drizzle,372
2012-10-12 04:00:00,True,48.398000000000025,0.0,0.0,72,Rain,739
2012-10-12 05:00:00,True,45.71600000000001,0.0,0.0,72,Drizzle,2561
2012-10-12 06:00:00,True,41.68399999999999,0.0,0.0,75,Clouds,5586
2012-10-12 07:00:00,True,40.082000000000015,0.0,0.0,75,Clouds,6992
2012-10-12 08:00:00,True,40.55,0.0,0.0,90,Clouds,5860
2012-10-12 09:00:00,True,41.05400000000005,0.0,0.0,90,Clouds,5230
2012-10-12 10:00:00,True,43.05200000000008,0.0,0.0,75,Clouds,4864
2012-10-12 11:00:00,True,45.14000000000002,0.0,0.0,75,Clouds,5146
2012-10-12 12:00:00,True,46.04000000000002,0.0,0.0,40,Clouds,5526
2012-10-12 13:00:00,True,47.46200000000006,0.0,0.0,40,Clouds,5383
2012-10-12 14:00:00,True,47.641999999999996,0.0,0.0,75,Clouds,5758
2012-10-12 15:00:00,True,48.74000000000002,0.0,0.0,75,Clouds,5889
2012-10-12 16:00:00,True,48.29000000000002,0.0,0.0,75,Clouds,6057
2012-10-12 17:00:00,True,47.102000000000075,0.0,0.0,40,Clouds,6028
2012-10-12 18:00:00,True,44.708000000000006,0.0,0.0,20,Clouds,5257
2012-10-12 23:00:00,True,48.29000000000002,0.0,0.0,56,Clear,1897
2012-10-13 00:00:00,True,30.97400000000001,0.0,0.0,1,Clear,1335
2012-10-13 01:00:00,True,30.038000000000046,0.0,0.0,1,Clear,769
2012-10-13 02:00:00,True,28.11200000000006,0.0,0.0,1,Clear,570
2012-10-13 03:00:00,True,26.85200000000008,0.0,0.0,20,Clouds,413
2012-10-13 04:00:00,True,25.394000000000073,0.0,0.0,1,Clear,399
2012-10-13 05:00:00,True,25.01600000000001,0.0,0.0,1,Clear,740
2012-10-13 06:00:00,True,24.368000000000087,0.0,0.0,1,Clear,1420
2012-10-13 07:00:00,True,24.494000000000074,0.0,0.0,75,Clouds,2220
2012-10-13 08:00:00,True,24.944000000000074,0.0,0.0,40,Clouds,3479
2012-10-13 09:00:00,True,31.028000000000066,0.0,0.0,40,Clouds,4546
2012-10-13 10:00:00,True,38.53399999999999,0.0,0.0,20,Clouds,4579
2012-10-13 11:00:00,True,42.92600000000009,0.0,0.0,1,Clear,4438
2012-10-13 12:00:00,True,44.96000000000008,0.0,0.0,1,Clear,4623
2012-10-13 13:00:00,True,47.588000000000044,0.0,0.0,1,Clear,4440
2012-10-13 14:00:00,True,49.820000000000064,0.0,0.0,1,Clear,4495
2012-10-13 15:00:00,True,51.458000000000006,0.0,0.0,1,Clear,4483
2012-10-13 16:00:00,True,52.483999999999995,0.0,0.0,1,Clear,4591
2012-10-13 17:00:00,True,52.32200000000004,0.0,0.0,1,Clear,4477
2012-10-13 18:00:00,True,50.88200000000002,0.0,0.0,1,Clear,4221
2012-10-13 19:00:00,True,47.66000000000008,0.0,0.0,20,Clouds,3672
2012-10-13 20:00:00,True,46.814000000000036,0.0,0.0,1,Clear,3015
2012-10-13 21:00:00,True,47.641999999999996,0.0,0.0,75,Clouds,2769
2012-10-13 22:00:00,True,48.34400000000008,0.0,0.0,90,Clouds,2875
2012-10-13 23:00:00,True,48.254000000000055,0.0,0.0,90,Clouds,1931
2012-10-14 00:00:00,True,48.812000000000054,0.0,0.0,90,Clouds,1309
2012-10-14 01:00:00,True,48.90200000000008,0.0,0.0,90,Clouds,870
2012-10-14 02:00:00,True,48.97400000000002,0.0,0.0,90,Clouds,654
2012-10-14 03:00:00,True,48.34400000000008,0.0,0.0,90,Clouds,364
2012-10-14 04:00:00,True,48.07400000000001,0.0,0.0,90,Clouds,262
2012-10-14 05:00:00,True,48.34400000000008,0.0,0.0,90,Clouds,505
2012-10-14 06:00:00,True,48.36200000000006,0.0,0.0,90,Clouds,861
2012-10-14 07:00:00,True,48.36200000000006,0.0,0.0,90,Clouds,1132
2012-10-14 08:00:00,True,48.36200000000006,0.0,0.0,57,Mist,1797
2012-10-14 09:00:00,True,48.70400000000005,0.0,0.0,57,Drizzle,2685
2012-10-14 09:00:00,True,48.70400000000005,0.0,0.0,57,Mist,2685
2012-10-14 09:00:00,True,48.70400000000005,0.0,0.0,57,Haze,2685
2012-10-14 10:00:00,True,48.524000000000015,0.0,0.0,57,Drizzle,3370
2012-10-14 10:00:00,True,48.524000000000015,0.0,0.0,57,Mist,3370
2012-10-14 11:00:00,True,49.406000000000034,0.0,0.0,57,Drizzle,3662
2012-10-14 11:00:00,True,49.406000000000034,0.0,0.0,57,Mist,3662
2012-10-14 12:00:00,True,50.32400000000001,0.0,0.0,57,Mist,4076
2012-10-14 12:00:00,True,50.32400000000001,0.0,0.0,57,Rain,4076
2012-10-14 12:00:00,True,50.32400000000001,0.0,0.0,57,Drizzle,4076
2012-10-14 13:00:00,True,51.08000000000004,0.0,0.0,93,Rain,4128
2012-10-14 13:00:00,True,51.08000000000004,0.0,0.0,93,Mist,4128
2012-10-14 13:00:00,True,51.08000000000004,0.0,0.0,93,Drizzle,4128
2012-10-14 14:00:00,True,51.69199999999999,0.0,0.0,93,Mist,4358
2012-10-14 14:00:00,True,51.69199999999999,0.0,0.0,93,Rain,4358
2012-10-14 14:00:00,True,51.69199999999999,0.0,0.0,93,Drizzle,4358
2012-10-14 15:00:00,True,52.52000000000007,0.0,0.0,93,Mist,4342
2012-10-14 15:00:00,True,52.52000000000007,0.0,0.0,93,Rain,4342
2012-10-14 16:00:00,True,52.754000000000055,0.0,0.0,93,Mist,4234
2012-10-14 17:00:00,True,52.682000000000016,0.0,0.0,93,Rain,4271
2012-10-14 17:00:00,True,52.682000000000016,0.0,0.0,93,Mist,4271
2012-10-14 18:00:00,True,52.25,0.0,0.0,93,Mist,4080
2012-10-14 19:00:00,True,51.83600000000007,0.0,0.0,93,Mist,3453
2012-10-14 20:00:00,True,51.58399999999999,0.0,0.0,93,Mist,2718
2012-10-14 21:00:00,True,50.774000000000015,0.0,0.0,93,Mist,2439
2012-10-14 22:00:00,True,49.80200000000008,0.0,0.0,93,Mist,1819
2012-10-14 23:00:00,True,47.84000000000002,0.0,0.0,93,Mist,1002
2012-10-14 23:00:00,True,47.84000000000002,0.0,0.0,93,Fog,1002
2012-10-15 00:00:00,True,47.228000000000065,0.0,0.0,93,Mist,542
2012-10-15 00:00:00,True,47.228000000000065,0.0,0.0,93,Fog,542
2012-10-15 01:00:00,True,47.15600000000003,0.0,0.0,85,Fog,303
2012-10-15 02:00:00,True,46.88600000000007,0.0,0.0,85,Fog,239
2012-10-15 03:00:00,True,46.65200000000008,0.0,0.0,85,Mist,335
2012-10-15 03:00:00,True,46.65200000000008,0.0,0.0,85,Fog,335
2012-10-15 04:00:00,True,46.16600000000001,0.0,0.0,85,Mist,810
2012-10-15 04:00:00,True,46.16600000000001,0.0,0.0,85,Fog,810
2012-10-15 05:00:00,True,45.806000000000026,0.0,0.0,85,Mist,2606
2012-10-15 05:00:00,True,45.806000000000026,0.0,0.0,85,Fog,2606
2012-10-15 06:00:00,True,45.03200000000002,0.0,0.0,85,Mist,5714
2012-10-15 07:00:00,True,44.67200000000004,0.0,0.0,100,Mist,6798
2012-10-15 08:00:00,True,44.00600000000003,0.0,0.0,100,Mist,6114
2012-10-15 09:00:00,True,43.88000000000004,0.0,0.0,100,Mist,5094
2012-10-15 10:00:00,True,44.45600000000003,0.0,0.0,100,Mist,4473
2012-10-15 11:00:00,True,44.90600000000003,0.0,0.0,90,Clouds,4529
2012-10-15 12:00:00,True,47.42600000000009,0.0,0.0,100,Clear,4823
2012-10-15 13:00:00,True,51.54800000000003,0.0,0.0,40,Clouds,4872
2012-10-15 14:00:00,True,54.91400000000003,0.0,0.0,1,Clear,5238
2012-10-15 15:00:00,True,56.696000000000055,0.0,0.0,1,Clear,5584
2012-10-15 16:00:00,True,58.01000000000008,0.0,0.0,20,Clouds,6246
2012-10-15 17:00:00,True,57.41600000000001,0.0,0.0,20,Clouds,5957
2012-10-15 18:00:00,True,55.45400000000005,0.0,0.0,20,Clouds,4535
2012-10-15 19:00:00,True,53.690000000000026,0.0,0.0,75,Clouds,3234
2012-10-15 20:00:00,True,52.754000000000055,0.0,0.0,75,Clouds,2677
2012-10-15 21:00:00,True,52.41200000000006,0.0,0.0,90,Clouds,2077
2012-10-15 22:00:00,True,50.70200000000008,0.0,0.0,20,Clouds,1380
2012-10-15 23:00:00,True,48.524000000000015,0.0,0.0,75,Clouds,927
2012-10-16 00:00:00,True,46.508,0.0,0.0,20,Clouds,500
2012-10-16 01:00:00,True,44.096000000000046,0.0,0.0,1,Clear,324
2012-10-16 02:00:00,True,42.40400000000005,0.0,0.0,1,Clear,257
2012-10-16 03:00:00,True,40.56800000000008,0.0,0.0,1,Clear,354
2012-10-16 04:00:00,True,39.30800000000001,0.0,0.0,1,Clear,769
2012-10-16 05:00:00,True,38.228000000000065,0.0,0.0,1,Clear,2769
2012-10-16 06:00:00,True,37.32800000000007,0.0,0.0,1,Clear,5789
2012-10-16 07:00:00,True,34.98800000000004,0.0,0.0,20,Clouds,7055
2012-10-16 08:00:00,True,35.312000000000054,0.0,0.0,20,Clouds,6408
2012-10-16 09:00:00,True,40.56800000000008,0.0,0.0,20,Clouds,5254
2012-10-16 10:00:00,True,45.608000000000004,0.0,0.0,20,Clouds,4547
2012-10-16 11:00:00,True,51.26000000000008,0.0,0.0,20,Clouds,4784
2012-10-16 12:00:00,True,55.148000000000025,0.0,0.0,40,Clouds,5015
2012-10-16 13:00:00,True,55.688000000000045,0.0,0.0,1,Clear,5057
2012-10-16 14:00:00,True,59.0,0.0,0.0,75,Clouds,5430
2012-10-16 15:00:00,True,60.8,0.0,0.0,75,Clouds,5813
2012-10-16 16:00:00,True,60.51200000000006,0.0,0.0,75,Clouds,6496
2012-10-16 17:00:00,True,60.27800000000006,0.0,0.0,75,Clouds,6429
2012-10-16 18:00:00,True,59.018000000000086,0.0,0.0,90,Clouds,5142
2012-10-16 19:00:00,True,57.434,0.0,0.0,68,Rain,3311
2012-10-16 20:00:00,True,57.00200000000008,0.0,0.0,90,Clouds,2777
